input file name	correct diagnosis source	correct diagnosis	gpt diagnosis	score (0-5)	Rank		Score (Peter)	Score (Justin)	Score (Daniel)	Range
PMID_33852783-phenopacket-based_query.txt	Manual paste-in	Bartonella henselae infection (cat scratch disease).	Based on these symptoms, my most likely diagnosis would be:  1. Systemic Lupus Erythematosus  Differential Diagnosis list, ranked from most likely to least likely:  1. Systemic Lupus Erythematosus 2. HIV/ AIDS  3. Common Variable Immunodeficiency 4. Sarcoidosis 5. Tuberculosis 6. Crigler-Najjar Syndrome 7. Addison's disease 8. Chronic Kidney Disease  9. Vibrio vulnificus infection 10. Hashimoto's thyroiditis  11. Multiple Sclerosis 12. Neurosyphilis 13. Erdheim-Chester Disease 14. Wilson's Disease 15. Myelodysplastic syndromes.		-1		5	0	0	6
PMID_33882209-phenopacket-based_query.txt	Manual paste-in	Varicella–zoster virus infection.	Most likely diagnosis: Paraneoplastic syndrome associated with testicular cancer, such as a gonadotropin-secreting germ cell tumor.  Differential diagnosis: 1. Testicular cancer with associated paraneoplastic syndrome 2. Lymphoma with paraneoplastic syndrome 3. Klinefelter syndrome 4. Immunodeficiency diseases like HIV/AIDS 5. Age-related diseases like benign prostatic hyperplasia, cataract, and macular degeneration 6. Allergic responses possibly leading to conjunctival hyperemia, chemosis, allergic rhinitis, and skin rash 7. Depression due to chronic diseases and age 8. Cutaneous side effect due to cancer treatments 9. Other neoplastic diseases like skin cancer 10. Advanced age-related conditions with multiple comorbidities.		-1		0	0	0	1
PMID_33913642-phenopacket-based_query.txt	Manual paste-in	Nodular follicular thyroid neoplasm with a somatic NRAS mutation.	This case presentation is not sufficient to provide a diagnosis. The only notable factor is maternal diabetes, which indicates that the infant belongs to a mother who has diabetes. This can cause risks and complications for the newborn such as macrosomia, neonatal hypoglycemia, or birth trauma. However, without any other symptoms, specific signs, or further details, it is not possible to provide a diagnosis or an appropriate differential diagnosis. It is crucial to have specific symptoms, clinical findings, and information about physical examination, personal history, and family history to propose a reliable diagnosis.		-1		0	0	TODO	1
PMID_33979492-phenopacket-based_query.txt	Manual paste-in	Final diagnosis - Babesiosis Pathological diagnosis - Babesiosis-induced hemolytic anemia	Given the symptoms and test results presented, the most likely diagnosis is Paraneoplastic syndrome due to lung cancer.  Here is my differential diagnosis in order of probability:  1. Paraneoplastic syndromes due to lung cancer 2. B-cell lymphoma 3. Multiple myeloma 4. Metastatic carcinoma 5. Sezary syndrome 6. Hodgkin lymphoma  7. Iron-deficiency anemia  8. Chronic hepatic disease   9. Endocarditis 10. Gastric lymphoma.		-1		0	0	0	1
PMID_34010534-phenopacket-based_query.txt	Manual paste-in	Lactic acidosis due to toxic effects from metfor- min use.	Most Likely Diagnosis:  Congestive Heart Failure (CHF) with a comorbid complication of Cardiorenal Syndrome.  Differential Diagnosis (from most to least probable):  1. Cardiorenal Syndrome - Presence of heart failure, reduced ejection fraction, acute kidney injury, edema, and hypertension could be suggestive. 2. Chronic Kidney Disease (CKD) - Diabetes mellitus and hypertension could have damaged kidneys over time leading to edema, and acute kidney injury. 3. Sepsis secondary to Pneumonia - The pneumonia could have resulted in overwhelming infection leading to sepsis, could explain the fever, renal failure, and respiratory distress. 4. Decompensated heart failure - The congestive heart failure might have worsened leading to acute decompensation causing the edema, respiratory distress and reduced ejection fraction. 5. Chronic Obstructive Pulmonary Disease (COPD) exacerbation - The presence of obstructive sleep apnea could indicate underlying COPD, which in advanced stages could lead to heart failure, pulmonary hypertension and respiratory failure. 6. Thyrotoxicosis (Hyperthyroidism) - It could manifest as atrial fibrillation, heart failure, increased body weight and reduced ejection fraction. 7. Multiple System Atrophy (Shy-Drager syndrome) - This could cause various symptoms like falls, autonomic failure such as hypertension, sleep apnea, respiratory failure and early-onset hypertension. 8. Liver failure secondary to congestive hepatopathy - Symptoms like abdominal cramps, nausea, and edema might be related. 9. Ischemic Heart Disease - Left untreated can lead to heart failure, kidney injury, hypertension and atrial fibrillation. 10. Chronic pancreatitis - Diabetes mellitus, abdominal cramps, nausea, and obstructive sleep apnea could be an unusual manifestation. 11. Amyloidosis - Could be causing the heart failure, diabetes, atrial fibrillation, and kidney injury.		-1		0	0	0	1
PMID_34042393-phenopacket-based_query.txt	Manual paste-in	Staphylococcus aureus bacteremia and infection of a vascular graft.	The most likely diagnosis:  1. Infectious aortitis  Robust differential diagnosis:  1. Infectious aortitis, possibly secondary to Salmonella or Staphylococcus aureus 2. Abdominal aortic aneurysm rupture complicated by systemic infection 3. Vasculitis, such as Giant cell arteritis or Takayasu's arteritis 4. Intra-abdominal abscess formation, possibly secondary to appendicitis or diverticulitis 5. Pancreatitis with secondary infection 6. Sepsis secondary to urinary tract infection  7. Bacterial endocarditis with aneurysm formation 8. Marfan syndrome leading to aortic aneurysm and systemic symptoms due to associated conditions 9. Non-infectious aortic inflammation, such as non-infectious aortitis 10. Systemic lupus erythematosus which can involve both visceral and vascular inflammation 11. Aortic dissection with secondary infection. 12. Congenital connective tissue disorders like Ehlers-Danlos syndrome leading to aortic aneurysms.  13. Syphilitic aortitis (although much less likely given demographic). 14. Abdominal malignancy with secondary infection causing fever, nausea, vomiting, and chills.		1		0	3	5	5
PMID_34107184-phenopacket-based_query.txt	Manual paste-in	Clinical diagnosis: Acquired clotting-factor inhibitor Pathological diagnosis: Acquired factor VIII inhibitor. Final diagnosis: Acquired factor VIII inhibitor.	Most likely diagnosis: Antiphospholipid syndrome   Differential diagnosis ranked by probability: 1. Cushing's syndrome 2. Polycythemia vera 3. Atheroembolic disease 4. Paraproteinemic disorders 5. Waldenstrom's macroglobulinemia 6. Hemolytic uremic syndrome 7. Thrombotic thrombocytopenic purpura 8. Systemic lupus erythematosus 9. Diabetes mellitus type 2 10. Coagulation factor deficiency 11. Chronic venous insufficiency.				4	3	0	4
PMID_34133863-phenopacket-based_query.txt	Manual paste-in	Final diagnosis: Pneumonia associated with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection and acute pulmonary embolism.	Most Likely Diagnosis: Pneumonia  Differential Diagnoses:  1. Pneumonia 2. Chronic obstructive pulmonary disease (COPD) exacerbation 3. Congestive heart failure (CHF) 4. Pulmonary embolism 5. Myocardial infarction (MI) 6. Lung cancer 7. Tuberculosis 8. Pulmonary edema 9. Pleurisy 10. Acute bronchitis 11. Atelectasis 12. Pulmonary fibrosis.		-1		TODO	3	5	6
PMID_34161710-phenopacket-based_query.txt	Manual paste-in	Delayed posthypoxic leukoencephalopathy.	Most likely diagnosis: Paraneoplastic neurological syndrome secondary to squamous cell carcinoma of the tongue  Differential Diagnosis (from most likely to least likely):  1. Paraneoplastic neurological syndrome secondary to squamous cell carcinoma of the tongue 2. Metastatic squamous cell carcinoma (brain metastasis) 3. Central nervous system infection (like meningitis or encephalitis) 4. Neurodegenerative disorders (such as Alzheimer's or Parkinson's disease) 5. Hypoxic-ischemic encephalopathy (secondary to aspiration pneumonia) 6. Hyperactive delirium secondary to acute medical illness 7. Cervical Spondylosis causing cervical myelopathy 8. Myasthenia gravis 9. Guillain-Barre syndrome 10. Multiple Sclerosis 11. Alcohol-related brain damage 12. Vitamin B12 deficiency neuropathy 13. Critical illness polyneuropathy/myopathy  14. Hypothyroidism causing peripheral neuropathy  15. Conversion disorder  16. Vascular dementia due to chronic ischemia 17. Neurosyphilis.		5		0	4	3	5
PMID_34233100-phenopacket-based_query.txt	Manual paste-in	Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome due to a biallelic expansion in RFC1.	Most Likely Diagnosis:  Multiple System Atrophy (MSA)  Differential Diagnosis: 1. Multiple System Atrophy (MSA) 2. Parkinson's Disease  3. Cerebrovascular Disease   4. Diabetic Autonomic Neuropathy 5. Normal Pressure Hydrocephalus 6. Progressive Supranuclear Palsy 7. Lewy Body Dementia  8. Spinocerebellar Ataxia 9. Vascular Parkinsonism 10. Metabolic or Nutritional Disorders such as vitamin B12 deficiency  11. Creutzfeldt-Jakob Disease		8		4	0	2	8
PMID_34260840-phenopacket-based_query.txt	Manual paste-in	Listeria monocytogenes bacteremia resulting in loss of fetus.	Based on the provided information, my most likely diagnosis is Neurologic Lyme Disease.  The robust differential diagnosis, ranked by their probability is as follows:  1. Neurologic Lyme Disease 2. Tuberculous Meningitis 3. Enteroviral Meningitis 4. Systemic Lupus Erythematosus (lupus) 5. Neurosarcoidosis 6. Viral Encephalitis 7. Meningococcal Meningitis 8. Brucellosis 9. Rocky Mountain Spotted Fever 10. Bacterial Endocarditis.		-1		2	0	2	3
PMID_34289280-phenopacket-based_query.txt	Manual paste-in	Cerebral amyloid angiopathy–related inflam- mation.	As Dr. GPT-4, here is my evaluation:  Most likely diagnosis: Multiple Sclerosis   Differential diagnosis (ranked from most likely to least likely): 1. Multiple Sclerosis 2. HIV associated neurocognitive disorder 3. Central nervous system lymphoma 4. Systemic Lupus Erythematosus (SLE) with Neuropsychiatric manifestations 5. Neuro-Behcet's disease 6. Neurosarcoidosis 7. Progressive Multifocal Leukoencephalopathy (PML) 8. CNS Vasculitis 9. Glioma 10. Neurosyphilis 11. Lyme Neuroborreliosis 12. Neuro-Whipple's disease 		-1		0	0	0	1
PMID_34320292-phenopacket-based_query.txt	Manual paste-in	Cytomegalovirus-induced immune thrombocy- topenia.	Considering the symptoms, my most likely diagnosis is:  Primary Systemic AL Amyloidosis  Here's a list of potential diagnoses ranked by likelihood:  1. Primary Systemic AL Amyloidosis 2. Multiple Myeloma 3. Henoch-Schonlein Purpura 4. Granulomatosis with Polyangiitis (GPA) 5. Systemic Lupus Erythematosus 6. Thrombotic Thrombocytopenic Purpura 7. Microscopic Polyangiitis 8. Polyarteritis Nodosa 9. Essential Thrombocythemia 10. Goodpasture Syndrome 11. Behcet Syndrome 12. Sjogren Syndrome 13. Paroxysmal Nocturnal Hemoglobinuria.		6		0	3	2	6
PMID_34379926-phenopacket-based_query.txt	Manual paste-in	Acute human immunodeficiency virus type 1 infection.	Most likely diagnosis:  Lyme Neuroborreliosis  Differential diagnosis: 1. Lyme Neuroborreliosis  2. Multiple Sclerosis  3. Polymyositis  4. Subacute Bacterial Endocarditis  5. Hypothyroidism  6. Meningitis  7. Encephalitis  8. Guillain-Barré Syndrome  9. Autoimmune Encephalitis  10. Primary Central Nervous System Lymphoma  11. Secondary Metastasis to Brain  12. Myasthenia Gravis  13. Metabolic Encephalopathy  14. Normal Pressure Hydrocephalus  15. Creutzfeldt-Jakob Disease  16. West Nile Encephalitis  17. Tuberculosis  18. HIV-related cognitive impairment.		18		2	3	0	18
PMID_34407347-phenopacket-based_query.txt	Manual paste-in	Hereditary hemochromatosis.	Most Likely Diagnosis: Hypothyroidism  Differential Diagnosis:  1. Hypothyroidism 2. Chronic kidney disease 3. Congestive heart failure 4. Iron deficiency anemia 5. Liver cirrhosis 6. Addison’s disease 7. Rheumatoid arthritis 8. Multiple myeloma 9. Systemic lupus erythematosus 10. Sarcoidosis 11. Chronic obstructive pulmonary disease 12. Melanoma (based on the presence of a nevus) 13. Osteoarthritis (based on knee pain) 14. Polycystic ovary syndrome (although the patient is male, this is included as a differential to consider hormonal imbalances). 15. Diabetes mellitus type 2 16. Cushing's syndrome  17. Non-Hodgkin Lymphoma 18. Alzheimer's Disease (based on dementia)  19. HIV/AIDS. 20. Pneumocystis jirovecii pneumonia 21. Gout (based on knee pain) 22. Obesity hypoventilation syndrome 23. Congenital adrenal hyperplasia 24. Prostate cancer (considering age and decreased libido)  25. Obstructive sleep apnea.		-1		3	2	0	4
PMID_34437787-phenopacket-based_query.txt	Manual paste-in	Relapsed acute myeloid leukemia (with wild-type NPM1 and newly identified internal tandem duplication mutation in FLT3).	Given the provided information, here are the most likely diagnosis and the differential diagnoses:  Most Likely Diagnosis: 1. Chemotherapy-induced nausea, vomiting, and abdominal pain due to Acute Myeloid Leukemia (AML) treatment.  Robust Differential Diagnoses: 1. Cholecystitis - Symptoms may be exacerbated due to potential hepatotoxic effects of AML or chemotherapy treatment. 2. Medication-induced nausea, vomiting and pain - Possible secondary effects of medications taken for AML. 3. Infection/sepsis - Patients with AML have compromised immune systems, which makes them vulnerable to a variety of infections. 4. Gastroenteritis - May present similarly and nausea/vomiting/pain could be caused by viral or bacterial infection. 5. Pancreatitis - A possible complication from the chemotherapy treatment. 6. Bowel obstruction - Could be related to drugs used in treatment regime or due to concomitant conditions. 7. Peptic ulcer disease - Stress and certain medications for chemotherapy can increase the risk.		-1		0	3	5	6
PMID_34525289-phenopacket-based_query.txt	Manual paste-in	Fear associated with coronavirus disease 2019 (Covid-19), causing suicidal ideation.	Most Likely Diagnosis: COVID-19 (SARS-CoV-2 infection)  Differential Diagnoses (Ranked):  1. COVID-19 (SARS-CoV-2 infection) 2. Influenza (Flu) 3. Pneumonia (non-COVID-19) 4. SARS/MERS 5. Anxiety Disorder with somatic symptoms 6. Major Depressive Disorder with somatic symptoms 7. Chronic Fatigue Syndrome 8. Lyme Disease 9. HIV Initial Infection Stage 10. Tuberculosis 11. Mononucleosis (Epstein-Barr virus) 12. Community-acquired pneumonia 13. Generalized Anxiety Disorder 14. Panic Disorder 15. Migraine (Chronic) 16. Systemic Lupus Erythematosus 17. Chronic Obstructive Pulmonary Disease (COPD) 18. Gastroenteritis  19. Postural Orthostatic Tachycardia syndrome 20. Middle East Respiratory Syndrome (MERS-CoV) 21. Asthma with a respiratory tract infection 22. Viral syndrome 23. Bronchitis 24. Gastroparesis 25. Guillain-Barre Syndrome 26. Multiple Sclerosis 27. Meniere's Disease 28. Autonomic Dysfunction 29. Grave's Disease 30. Myasthenia Gravis 31. Addison’s Disease.		5		0	2	4	5
PMID_34551232-phenopacket-based_query.txt	Manual paste-in	Systemic juvenile idiopathic arthritis.	Most Likely Diagnosis: Myasthenia Gravis  Differential Diagnoses ordered by their likelihood: 1. Myasthenia Gravis 2. Congenital Myasthenic Syndrome 3. Lambert-Eaton Syndrome 4. Hyper IgM Syndrome 5. Congenital Muscular Dystrophy 6. Pancreatic Cancer 7. Hypothyroidism 8. Autism Spectrum Disorder 9. Down Syndrome 10. Neonatal Myasthenia Gravis 11. Neuroblastoma 12. Sjogren's Syndrome 13. Miller Fisher Syndrome 14. Kearns-Sayre Syndrome 15. Chronic Fatigue Syndrome 16. Chronic Granulomatous Disease 17. Breast Carcinoma (very unlikely, more of a coincidental finding than causative) 18. Cystic Fibrosis 19. Duchenne Muscular Dystrophy 20. Rare syndromic/non-syndromic genetic disorders 21. Acute disseminated encephalomyelitis (ADEM) 22. Guillain-Barré Syndrome 23. Rhabdomyolysis.		-1		3	0	0	4
PMID_34587390-phenopacket-based_query.txt	Manual paste-in	Vascular Ehlers–Danlos syndrome.	Based on the presented symptoms, my most likely diagnosis is Migraines.  For the differential diagnosis, ranked on the basis of their probability, is as follows:  1. Migraines 2. Middle Ear Infection 3. Meniere's disease 4. Vestibular Neuronitis 5. Transient Ischemic Attack (TIA) 6. Acoustic Neuroma 7. Labyrinthitis 8. Multiple Sclerosis 9. Cerebral Aneurysm 10. Brain Tumour 11. Hypertension 12. Diabetic Neuropathy 13. Postural orthostatic tachycardia syndrome (POTS) 14. Motion sickness.		-1		0	0	0	1
PMID_34644476-phenopacket-based_query.txt	Manual paste-in	Severe acquired aplastic anemia after infection with severe acute respiratory syndrome coronavirus 2.	Based on this case, my most likely diagnosis is:  Platelet function disorder due to hyperlipidemia-induced aplastic anemia.  The list of differential diagnoses, ranked by their probability is as follows:  1. Platelet function disorder due to hyperlipidemia-induced aplastic anemia. 2. Vitamin C deficiency (Scurvy) presenting with skin and mucous membrane signs. 3. Hereditary hemorrhagic telangiectasia, a rare genetic disorder causing bleeding problems. 4. Wiskott-Aldrich Syndrome - a rare X-linked recessive disease characterized by eczema, thrombocytopenia (low platelet count), autoimmune disorders, and an increased risk of malignancy. 5. Systemic lupus erythematosus, an autoimmune disease with clinical presentation of oral ulcers and thrombocytopenia. 6. Immune thrombocytopenic purpura, a bleeding disorder in which the blood doesn't clot as it should because of a low number of blood cell fragments called platelets. 7. Pseudothrombocytopenia due to EDTA interference, a currently rare artifact of blood sample analysis. 8. Bernard-Soulier Syndrome, a disorder of platelet adhesion. 9. Glanzmann thrombasthenia, a disorder of platelet aggregation. 10. Essential thrombocytosis, a rare chronic blood disorder characterized by the overproduction of platelets by megakaryocytes in the bone marrow. 11. Hemophilia, a group of inherited blood disorders in which the blood does not clot properly. 12. Von Willebrand Disease, a bleeding disorder caused by a deficiency of Von Willebrand factor, a molecule that helps platelets adhere to damaged endothelium. 13. Platelet storage pool deficiency, a condition in which there is a deficiency of dense granules in the platelets.		-1		0	4	5	6
PMID_34670047-phenopacket-based_query.txt	Manual paste-in	Primary hyperparathyroidism and brown tumor.	I'm sorry, but the case you provided is incomplete. It says a 14-year old female presented with signs and symptoms but doesn't specify what those signs and symptoms were. I cannot provide a diagnosis or a differential diagnosis based on this information. Can you please provide full details of the case?		-1		0	0	TODO	1
PMID_34706175-phenopacket-based_query.txt	Manual paste-in	Eosinophilic leukemia.	Based on the provided case, my most likely diagnosis is Sezary Syndrome with underlying Diabetes Mellitus and Prostate Cancer.  Here is my differential diagnosis, ranked from most to least likely:  1. Sezary Syndrome 2. Diabetes Mellitus Type 2 3. Prostate Cancer 4. Bullosis Diabeticorum 5. Behcet's Syndrome 6. Rheumatoid Arthritis 7. Gastroesophageal Reflux Disease 8. Alcoholic Liver Disease 9. Pityriasis Lichenoides Chronica 10. Langerhans Cell Histiocytosis 11. Hyper IgM Syndrome 12. Pyoderma Gangrenosum 13. Chronic Actinic Dermatitis 14. Coeliac Disease 15. Spondylitis 16. HIV infection with secondary opportunistic infection 17. Other type of sexually transmitted disease 18. Acute graft-versus-host-disease. 		-1		0	0	0	1
PMID_34758256-phenopacket-based_query.txt	Manual paste-in	Seizure from neurocysticercosis.	Based on the presented signs and symptoms, my most likely diagnosis is:  1. Creutzfeldt-Jakob Disease (Prion disease)  Regarding the differential diagnosis, ordered from the most to least likely:  1. Creutzfeldt-Jakob Disease (Prion disease) 2. Autoimmune encephalitis (such as Anti-NMDA receptor encephalitis) 3. Neuroleptic malignant syndrome  4. Acute disseminated encephalomyelitis (ADEM) 5. Meningoencephalitis (bacterial, viral, fungal, or parasitic) 6. Status epilepticus 7. Hypoxic-ischemic brain injury 8. Serotonin syndrome 9. Central nervous system vasculitis 10. Systemic Lupus Erythematosus with CNS involvement.		-1		0	0	3	4
